C,loss,penalty,dual,tol,class_weight,decision_threshold,accuracy,precision,recall,f1,roc_auc,average_precision
10.0,squared_hinge,l2,False,0.0001,,0.0,0.9331291221287241,0.8477493975903615,0.8010820263402372,0.8237552916494961,0.9795021959001983,0.9220224189459241
1.0,squared_hinge,l2,False,0.0001,,0.0,0.9331042472140095,0.8479972215790692,0.8005901961855839,0.8236120871398454,0.9794004786544593,0.9216352374584991
1.0,squared_hinge,l2,False,0.001,,0.0,0.9330225153513759,0.8481447858922605,0.7998797748510847,0.8233055217024468,0.9792660069744231,0.921216548234049
10.0,squared_hinge,l2,False,0.001,,0.0,0.933018961792131,0.8481822045357957,0.7998069111244694,0.8232845504064202,0.9792580434201938,0.9211849801426881
10.0,squared_hinge,l2,False,0.0001,balanced,0.0,0.9145333465999546,0.7047608932317251,0.9669745159116163,0.815303450341348,0.9784555934757476,0.9153395391051514
1.0,squared_hinge,l2,False,0.0001,balanced,0.0,0.9144231862633614,0.7044492509388145,0.9670473796382316,0.815120760337177,0.9784058000511366,0.9151673829571073
1.0,squared_hinge,l2,False,0.001,balanced,0.0,0.9144338469410962,0.7045261481284842,0.9668834362533472,0.8151139845051714,0.9782884572705653,0.9147324778291634
10.0,squared_hinge,l2,False,0.001,balanced,0.0,0.9142206333863998,0.7038952085487763,0.9671202433648469,0.8147755960191218,0.9783341123812447,0.915038031594947
