decision_threshold,accuracy,precision,recall,f1,roc_auc,average_precision
-0.1,0.9397955992722311,0.8422390939748607,0.8507386560285626,0.8464675390582521,0.9795021959001983,0.9220224189459241
-0.25,0.9304746133727542,0.760929930284769,0.9384483669417273,0.8404172886028662,0.9795021959001983,0.9220224189459241
0.0,0.9331291221287241,0.8477493975903615,0.8010820263402372,0.8237552916494961,0.9795021959001983,0.9220224189459241
0.1,0.9308299692972481,0.8564444086757073,0.7753975627083447,0.8139083547643859,0.9795021959001983,0.9220224189459241
-0.5,0.9133748862861042,0.7023282331415237,0.9649161156347341,0.8129436229559772,0.9795021959001983,0.9220224189459241
0.25,0.9268144473504663,0.8771605752737828,0.7265970818077491,0.7948112502615298,0.9795021959001983,0.9220224189459241
-0.75,0.8874125824425745,0.6369589842828149,0.9833142066050968,0.7731175480683161,0.9795021959001983,0.9220224189459241
0.5,0.8927713497839436,0.9658200180886343,0.46685611235586644,0.6294499772819373,0.9795021959001983,0.9220224189459241
0.75,0.8901026267909938,0.9921974456901154,0.4401151246880522,0.6097567131031698,0.9795021959001983,0.9220224189459241
