decision_threshold,accuracy,precision,recall,f1,roc_auc,average_precision
0.4,0.9404711911455924,0.8112180966827145,0.9031369885644009,0.8547133265584421,0.9831896803870778,0.9369008424990715
0.45,0.9423253496565714,0.8448080145588209,0.8606251950292774,0.8526432559239121,0.9831896803870778,0.9369008424990715
0.5,0.940827075696644,0.8605227064919232,0.8292002422951963,0.8445711614863286,0.9831896803870778,0.9369008424990715
0.35,0.9313036051105021,0.7631830969054887,0.9361772426072431,0.8408748052461935,0.9831896803870778,0.9369008424990715
0.6,0.9403288373251717,0.8900219252885451,0.7898272728941427,0.8369365426695843,0.9831896803870778,0.9369008424990715
0.55,0.9392647425175273,0.8734801445484857,0.80306173020797,0.8367920739054759,0.9831896803870778,0.9369008424990715
0.65,0.9400263354567778,0.9064005357181432,0.7702050331320325,0.8327710078196324,0.9831896803870778,0.9369008424990715
