C,class_weight,decision_threshold,accuracy,precision,recall,f1,roc_auc,average_precision
1.0,,0.5,0.9592504622437836,0.8832904585984798,0.8965036612418775,0.8898480124707716,0.9911129406414206,0.960615606007095
3.0,,0.5,0.9587566813599518,0.8776630330847198,0.9009403404071537,0.8891493669414603,0.9915613489291297,0.9631288745615377
10.0,,0.5,0.958745868639868,0.8824247119202092,0.8944816348966411,0.8884122682161172,0.991508804683018,0.9626216711252719
0.3,,0.5,0.9584647379176864,0.8827665235884786,0.8922632953140031,0.887489504617968,0.9907560859603098,0.9587774066497041
10.0,balanced,0.5,0.9509138550590915,0.7933039924552028,0.990792909165865,0.8811180265190862,0.9911421591270618,0.9591123563889251
3.0,balanced,0.5,0.9490144205643519,0.7866614725360342,0.9910677476982273,0.8771131226436402,0.9909226925983489,0.9580070575112233
1.0,balanced,0.5,0.9423573892326933,0.7642299782240504,0.9921082078564558,0.86338592429976,0.990491669548583,0.9556230001597978
0.3,balanced,0.5,0.939492018410458,0.7549457276378458,0.9926382535974401,0.8576274636181689,0.9898223883285004,0.9524270116727828
