experiment,dataset_variant,split,accuracy,precision,recall,f1,roc_auc,average_precision,threshold,scaling,scaler,feature_selection,feature_selection_method,selected_k_features,smote,use_pos_weight,pos_weight_mode,pos_weight_value,hidden_layers,activation,dropout,learning_rate,batch_size,epochs,weight_decay,device,scheduler_enabled,scheduler_factor,scheduler_patience,scheduler_min_lr,early_stopping,patience,min_delta,actual_epochs,best_epoch,best_val_loss,tuning_stage_1,tuning_stage_2,trial,selected_metric
MLP-04e-tune,easy,Validation,0.9859867147712569,0.9538010455045235,0.9706904336559414,0.9621716287215412,0.9989648239848122,0.9953741567518225,0.5,True,standard,True,select_k_best,40,False,False,auto,,"[128, 64]",relu,0.2,0.0005,4096,200,0.0001,auto,False,0.5,2,1e-06,True,5,0.0001,35,30,0.030619375038699343,True,True,15,0.9621716287215412
MLP-04e-tune,easy,Validation,0.9820941355410505,0.9124957378461318,0.9981939182159053,0.9534229622545987,0.9989727519327317,0.9953727571310158,0.5,True,standard,True,select_k_best,40,False,True,auto,4.446688634929538,"[128, 64]",relu,0.2,0.0005,4096,200,0.0001,auto,False,0.5,2,1e-06,True,5,0.0001,46,41,0.05460136784567111,True,True,16,0.9534229622545987
MLP-04e-tune,easy,Validation,0.9879546298265279,0.9591202855213659,0.9759908910657845,0.9674820479887909,0.9990950880775764,0.9959578632597824,0.5,True,standard,True,select_k_best,40,False,False,auto,,"[256, 128, 64]",relu,0.1,0.001,4096,200,0.0001,auto,False,0.5,2,1e-06,True,5,0.0001,27,22,0.02904390359327934,True,True,17,0.9674820479887909
MLP-04e-tune,easy,Validation,0.9839214852352307,0.92148505513639,0.9974086652662989,0.9579448503417394,0.9990978628376814,0.9959695696707781,0.5,True,standard,True,select_k_best,40,False,True,auto,4.446688634929538,"[256, 128, 64]",relu,0.1,0.001,4096,200,0.0001,auto,False,0.5,2,1e-06,True,5,0.0001,26,21,0.05158603883787151,True,True,18,0.9579448503417394
MLP-04e-tune,easy,Validation,0.9878717323058847,0.9533793313765105,0.9819588134827931,0.9674580532856245,0.9991732295203225,0.9963253108609046,0.5,True,standard,True,select_k_best,40,False,False,auto,,"[256, 128, 64]",relu,0.1,0.0005,4096,200,0.0001,auto,False,0.5,2,1e-06,True,5,0.0001,35,30,0.028758015429937275,True,True,19,0.9674580532856245
MLP-04e-tune,easy,Validation,0.9839178809952027,0.9207205576174528,0.9983706001295667,0.9579746453934108,0.9991199807506946,0.9960460537036422,0.5,True,standard,True,select_k_best,40,False,True,auto,4.446688634929538,"[256, 128, 64]",relu,0.1,0.0005,4096,200,0.0001,auto,False,0.5,2,1e-06,True,5,0.0001,32,27,0.0499496645448844,True,True,20,0.9579746453934108
MLP-04e-tune,easy,Validation,0.9875004955830039,0.9554446896287058,0.9775025029937768,0.9663477400197954,0.9991540379496048,0.9963617725832596,0.5,True,standard,True,select_k_best,40,False,False,auto,,"[256, 128, 64]",relu,0.1,0.001,4096,200,0.0001,auto,False,0.5,2,1e-06,True,5,0.0001,32,27,0.027432275586526986,True,True,21,0.9663477400197954
MLP-04e-tune,easy,Validation,0.9837989410742798,0.9215896300061727,0.9965448870217318,0.9576027390799936,0.9991769752644614,0.9963882709647058,0.5,True,standard,True,select_k_best,40,False,True,auto,4.446688634929538,"[256, 128, 64]",relu,0.1,0.001,4096,200,0.0001,auto,False,0.5,2,1e-06,True,5,0.0001,41,36,0.049479203577972926,True,True,22,0.9576027390799936
MLP-04e-tune,easy,Validation,0.9871148419000112,0.9544268334804468,0.9764424115118082,0.9653091127866243,0.9991458103906885,0.9962894627610396,0.5,True,standard,True,select_k_best,40,False,False,auto,,"[256, 128, 64]",relu,0.1,0.0005,4096,200,0.0001,auto,False,0.5,2,1e-06,True,5,0.0001,30,25,0.02799086693922548,True,True,23,0.9653091127866243
MLP-04e-tune,easy,Validation,0.9814850189763238,0.9097659604924134,0.998154655568425,0.951912905913299,0.9990290697433845,0.9957134815728705,0.5,True,standard,True,select_k_best,40,False,True,auto,4.446688634929538,"[256, 128, 64]",relu,0.1,0.0005,4096,200,0.0001,auto,False,0.5,2,1e-06,True,5,0.0001,28,23,0.05480298568151458,True,True,24,0.951912905913299
MLP-04e-tune,easy,Validation,0.9867111670168787,0.9514119760021399,0.9775417656412572,0.9642998925220524,0.9990744157854573,0.9958906634857337,0.5,True,standard,True,select_k_best,40,False,False,auto,,"[256, 128, 64]",relu,0.2,0.001,4096,200,0.0001,auto,False,0.5,2,1e-06,True,5,0.0001,34,29,0.02949392400106713,True,True,25,0.9642998925220524
MLP-04e-tune,easy,Validation,0.982497810424183,0.914154758695066,0.9984294941007872,0.954435415767448,0.9989886443590986,0.9954584749901028,0.5,True,standard,True,select_k_best,40,False,True,auto,4.446688634929538,"[256, 128, 64]",relu,0.2,0.001,4096,200,0.0001,auto,False,0.5,2,1e-06,True,5,0.0001,30,25,0.05374984173459945,True,True,26,0.954435415767448
MLP-04e-tune,easy,Validation,0.988531308231003,0.9602197166811217,0.9780521800585014,0.9690539173733759,0.9992198779645529,0.9965100695742917,0.5,True,standard,True,select_k_best,40,False,False,auto,,"[256, 128, 64]",relu,0.2,0.0005,4096,200,0.0001,auto,False,0.5,2,1e-06,True,5,0.0001,59,54,0.02744698230327934,True,True,27,0.9690539173733759
MLP-04e-tune,easy,Validation,0.9830961142688258,0.9170559272819089,0.9982135495396455,0.955915252006843,0.9991152538390411,0.9960502809340006,0.5,True,standard,True,select_k_best,40,False,True,auto,4.446688634929538,"[256, 128, 64]",relu,0.2,0.0005,4096,200,0.0001,auto,False,0.5,2,1e-06,True,5,0.0001,32,27,0.051666414443873813,True,True,28,0.955915252006843
MLP-04e-tune,easy,Validation,0.9853271388461387,0.9475895790358316,0.973949233396808,0.960588605450409,0.998909253338292,0.9953066027932641,0.5,True,standard,True,select_k_best,40,False,False,auto,,"[256, 128, 64]",relu,0.2,0.001,4096,200,0.0001,auto,False,0.5,2,1e-06,True,5,0.0001,26,21,0.031238111716326216,True,True,29,0.960588605450409
MLP-04e-tune,easy,Validation,0.9817697539385333,0.9112306175495205,0.9979190796835431,0.9526067238859113,0.9989195692040582,0.9952103268263731,0.5,True,standard,True,select_k_best,40,False,True,auto,4.446688634929538,"[256, 128, 64]",relu,0.2,0.001,4096,200,0.0001,auto,False,0.5,2,1e-06,True,5,0.0001,25,20,0.05603538671869835,True,True,30,0.9526067238859113
MLP-04e-tune,easy,Validation,0.9864156193345852,0.9532264883354472,0.9737921828068866,0.9633995940841159,0.9990640278553161,0.9958680529353908,0.5,True,standard,True,select_k_best,40,False,False,auto,,"[256, 128, 64]",relu,0.2,0.0005,4096,200,0.0001,auto,False,0.5,2,1e-06,True,5,0.0001,34,29,0.029118268778324324,True,True,31,0.9633995940841159
MLP-04e-tune,easy,Validation,0.982962757387791,0.9166997294860234,0.9978798170360628,0.9555687148107417,0.9991383091522696,0.9961777171606185,0.5,True,standard,True,select_k_best,40,False,True,auto,4.446688634929538,"[256, 128, 64]",relu,0.2,0.0005,4096,200,0.0001,auto,False,0.5,2,1e-06,True,5,0.0001,52,47,0.04995566667142448,True,True,32,0.9555687148107417
