threshold,accuracy,precision,recall,f1,roc_auc,average_precision,selected_metric
8.962141691881698e-06,0.19507974186945645,0.19507974186945645,1.0,0.32647150651937973,0.9529943541998489,0.8736434667915157,0.32647150651937973
1.3011014460464332e-05,0.20010802820104617,0.19606561592611244,1.0,0.3278509361282809,0.9529943541998489,0.8736434667915157,0.3278509361282809
1.3607144677707628e-05,0.20513276097339095,0.19706079783472552,1.0,0.32924108481569886,0.9529943541998489,0.8736434667915157,0.32924108481569886
1.4246402315620799e-05,0.21015394018649078,0.198065419279421,1.0,0.33064207695527653,0.9529943541998489,0.8736434667915157,0.33064207695527653
1.4661520427539267e-05,0.2151822265180805,0.19908178030179402,1.0,0.33205705160775206,0.9529943541998489,0.8736434667915157,0.33205705160775206
1.5013285633929756e-05,0.2202069592904253,0.20010789649227045,1.0,0.33348317609967376,0.9529943541998489,0.8736434667915157,0.33348317609967376
1.544549741083756e-05,0.22522813850352513,0.20114390819422256,1.0,0.3349205816588931,0.9529943541998489,0.8736434667915157,0.3349205816588931
1.583116792615365e-05,0.23025642483511485,0.20219219252400472,1.0,0.3363724931526994,0.9529943541998489,0.8736434667915157,0.3363724931526994
1.6197032727264266e-05,0.23528115760745963,0.2032507080841926,1.0,0.3378360082709728,0.9529943541998489,0.8736434667915157,0.3378360082709728
1.6435765689891182e-05,0.2403058903798044,0.20432036504255977,1.0,0.33931231418699664,0.9529943541998489,0.8736434667915157,0.33931231418699664
1.6644943411047828e-05,0.24533417671139413,0.20540210876056064,1.0,0.3408026371743496,0.9529943541998489,0.8736434667915157,0.3408026371743496
1.7023424110237868e-05,0.2503589094837389,0.20649459097542994,1.0,0.3423050422604591,0.9529943541998489,0.8736434667915157,0.3423050422604591
1.7803698252674765e-05,0.2553836422560837,0.20759875660835433,1.0,0.34382075250129174,0.9529943541998489,0.8736434667915157,0.34382075250129174
1.8776046350860417e-05,0.26040837502842845,0.2087147940872316,1.0,0.34534994542669406,0.9529943541998489,0.8736434667915157,0.34534994542669406
1.950259761931316e-05,0.2654331078007732,0.20984289591376476,1.0,0.34689280173898207,0.9529943541998489,0.8736434667915157,0.34689280173898207
2.0235142265896938e-05,0.27045784057311806,0.21098325877415486,1.0,0.34844950538412467,0.9529943541998489,0.8736434667915157,0.34844950538412467
2.097627119878986e-05,0.27548257334546283,0.21213608365342257,1.0,0.3500202436248522,0.9529943541998489,0.8736434667915157,0.3500202436248522
2.3062055864024453e-05,0.2805073061178076,0.2133015759534985,1.0,0.35160520711575105,0.9529943541998489,0.8736434667915157,0.35160520711575105
2.567967708067835e-05,0.2855320388901524,0.21447994561522774,1.0,0.3532045899804086,0.9529943541998489,0.8736434667915157,0.3532045899804086
2.8395263426826012e-05,0.2905603252217421,0.21567225454645458,1.0,0.3548197365529544,0.9529943541998489,0.8736434667915157,0.3548197365529544
3.225201726309024e-05,0.295577950875597,0.21687532345423444,1.0,0.3564462509414851,0.9529943541998489,0.8736434667915157,0.3564462509414851
3.4901555107664266e-05,0.3006097907664317,0.2180953553877264,1.0,0.35809241767990396,0.9529943541998489,0.8736434667915157,0.35809241767990396
3.7441972381202504e-05,0.3056203093017967,0.21932393398348388,1.0,0.35974678733150284,0.9529943541998489,0.8736434667915157,0.35974678733150284
3.941823464327483e-05,0.31065925631112123,0.2205735224985234,1.0,0.3614260319968398,0.9529943541998489,0.8736434667915157,0.3614260319968398
4.1793473474400574e-05,0.315683989083466,0.22183384585544047,1.0,0.3631162233849044,0.9529943541998489,0.8736434667915157,0.3631162233849044
4.3264897055391575e-05,0.3207087218558108,0.2231086545691004,1.0,0.36482229724341425,0.9529943541998489,0.8736434667915157,0.36482229724341425
4.458431067178026e-05,0.32572634750966567,0.22439636531599105,1.0,0.3665420311143754,0.9529943541998489,0.8736434667915157,0.3665420311143754
4.5912375218959185e-05,0.33075818740050034,0.22570273859398834,1.0,0.36828299633709466,0.9529943541998489,0.8736434667915157,0.36828299633709466
4.7218608474692365e-05,0.3357829201728451,0.22702253394151678,1.0,0.37003808432476154,0.9529943541998489,0.8736434667915157,0.37003808432476154
4.897612777299332e-05,0.34081120650443486,0.2283588049817386,1.0,0.3718112396078498,0.9529943541998489,0.8736434667915157,0.3718112396078498
5.0446491129959636e-05,0.34583593927677964,0.22970993874066883,1.0,0.37360019871989003,0.9529943541998489,0.8736434667915157,0.37360019871989003
5.232296112881524e-05,0.3508606720491244,0.23107715620659175,1.0,0.3754064561129974,0.9529943541998489,0.8736434667915157,0.3754064561129974
5.364965280516766e-05,0.3558854048214692,0.23246074628635308,1.0,0.3772302639038251,0.9529943541998489,0.8736434667915157,0.3772302639038251
5.543999248576215e-05,0.36091013759381396,0.23386100484787553,1.0,0.37907187913229917,0.9529943541998489,0.8736434667915157,0.37907187913229917
5.715251830421112e-05,0.36593487036615874,0.23527823493108413,1.0,0.38093156388238353,0.9529943541998489,0.8736434667915157,0.38093156388238353
5.838387232184897e-05,0.3709596031385035,0.23671274696654795,1.0,0.38280958540641746,0.9529943541998489,0.8736434667915157,0.38280958540641746
6.0128073528176174e-05,0.3759736752331135,0.23816175928295943,1.0,0.3847021723896286,0.9529943541998489,0.8736434667915157,0.3847021723896286
6.238572290266662e-05,0.38100906868319306,0.23963489693826773,1.0,0.38662173439959435,0.9529943541998489,0.8736434667915157,0.38662173439959435
6.356930343964227e-05,0.3860373550147828,0.24112425385754005,1.0,0.3885577984768268,0.9529943541998489,0.8736434667915157,0.3885577984768268
6.482427852461115e-05,0.39104076643165797,0.24262473316450325,1.0,0.3905036278275715,0.9529943541998489,0.8736434667915157,0.3905036278275715
6.643554767454512e-05,0.39608682055947236,0.24415703401929345,1.0,0.39248587974547794,0.9529943541998489,0.8736434667915157,0.39248587974547794
6.779650428499699e-05,0.40111155333181714,0.24570221412618773,1.0,0.3944798545590423,0.9529943541998489,0.8736434667915157,0.3944798545590423
6.916125857969746e-05,0.4061220718671822,0.24726262166751495,1.0,0.39648846581634867,0.9529943541998489,0.8736434667915157,0.39648846581634867
7.032600842649117e-05,0.4102370934728224,0.24855904845128837,1.0,0.3981534533902915,0.9529943541998489,0.8736434667915157,0.3981534533902915
7.132084342012247e-05,0.41618575164885147,0.25045737201567614,1.0,0.400585222048715,0.9529943541998489,0.8736434667915157,0.400585222048715
7.274451794426878e-05,0.4212104844211963,0.25208359162981636,1.0,0.4026625591374189,0.9529943541998489,0.8736434667915157,0.4026625591374189
7.428878583522964e-05,0.42623521719354107,0.2537310673464011,1.0,0.4047615536614858,0.9529943541998489,0.8736434667915157,0.4047615536614858
7.601724792039022e-05,0.43120664657721175,0.2553823967249721,1.0,0.4068599295182263,0.9529943541998489,0.8736434667915157,0.4068599295182263
7.746469935995466e-05,0.43628823629747554,0.25709268018545406,1.0,0.40902740782410113,0.9529943541998489,0.8736434667915157,0.40902740782410113
7.878174128838062e-05,0.4413129690698203,0.25880650210262307,1.0,0.41119346249059036,0.9529943541998489,0.8736434667915157,0.41119346249059036
7.988975826333787e-05,0.4463377018421651,0.26054332659395735,1.0,0.41338258050670373,0.9529943541998489,0.8736434667915157,0.41338258050670373
8.129013359901173e-05,0.45136243461450987,0.26230361989220596,1.0,0.4155951321990272,0.9529943541998489,0.8736434667915157,0.4155951321990272
8.277690358227119e-05,0.45579372299294973,0.2638758706216563,1.0,0.4175661182484084,0.9529943541998489,0.8736434667915157,0.4175661182484084
8.39533939727713e-05,0.4614119001591995,0.2658965417029933,1.0,0.42009205798964633,0.9529943541998489,0.8736434667915157,0.42009205798964633
8.582739557558436e-05,0.46643663293154425,0.26773016786477183,1.0,0.4223772134660291,0.9529943541998489,0.8736434667915157,0.4223772134660291
