epoch,train_loss,val_loss,best_val_loss,best_epoch,epochs_without_improvement,improved,learning_rate
1,0.1651118488527814,0.07201318025818083,0.07201318025818083,1,0,True,0.001
2,0.065773853284225,0.06840729813435065,0.06840729813435065,2,0,True,0.001
3,0.05799084829769373,0.05477625572164163,0.05477625572164163,3,0,True,0.001
4,0.05424934515969656,0.12407897419633847,0.05477625572164163,3,1,False,0.001
5,0.051723057153081516,0.05450981855270485,0.05450981855270485,5,0,True,0.001
6,0.049144245570418146,0.04889436629500893,0.04889436629500893,6,0,True,0.001
7,0.0478733194264649,0.05757424829833923,0.04889436629500893,6,1,False,0.001
8,0.046328755553500904,0.04583616947789091,0.04583616947789091,8,0,True,0.001
9,0.046246871486500495,0.05744998649681729,0.04583616947789091,8,1,False,0.001
10,0.04478068493342577,0.04810095504141052,0.04583616947789091,8,2,False,0.001
11,0.044314667724998584,0.045501033456176024,0.045501033456176024,11,0,True,0.001
12,0.044138114698212494,0.12015339685465765,0.045501033456176024,11,1,False,0.001
13,0.04372200544194716,0.05350306294395761,0.045501033456176024,11,2,False,0.001
14,0.0432910359843174,0.041743846480249445,0.041743846480249445,14,0,True,0.001
15,0.042948051145602226,0.05225541926826284,0.041743846480249445,14,1,False,0.001
16,0.04251050261354508,0.05338121135848549,0.041743846480249445,14,2,False,0.001
17,0.042171753497263764,0.04087057001733636,0.04087057001733636,17,0,True,0.001
18,0.042077403335968946,0.043594106869388465,0.04087057001733636,17,1,False,0.001
19,0.04227888414565087,0.04063196711131099,0.04063196711131099,19,0,True,0.001
20,0.04155094667270478,0.04023717132810405,0.04023717132810405,20,0,True,0.001
21,0.04165392711627218,0.04794392556409729,0.04023717132810405,20,1,False,0.001
22,0.04121145976954812,0.10622402598028137,0.04023717132810405,20,2,False,0.001
23,0.041124315678889814,0.04812820528226648,0.04023717132810405,20,3,False,0.0005
24,0.03975761100717956,0.04306265133338881,0.04023717132810405,20,4,False,0.0005
25,0.039504037781808395,0.039987928873215915,0.039987928873215915,25,0,True,0.0005
26,0.03987051651817416,0.049277612742825015,0.039987928873215915,25,1,False,0.0005
27,0.03943889625178682,0.048121938629816924,0.039987928873215915,25,2,False,0.0005
28,0.03936972482858259,0.05296604453278032,0.039987928873215915,25,3,False,0.00025
29,0.0385687514163446,0.03847269883574958,0.03847269883574958,29,0,True,0.00025
30,0.0384349510912218,0.03872163499991827,0.03847269883574958,29,1,False,0.00025
31,0.03828254372328036,0.04310422211523781,0.03847269883574958,29,2,False,0.00025
32,0.038287254415302965,0.03839089670650895,0.03847269883574958,29,3,False,0.00025
33,0.0382236610881321,0.03847739023418205,0.03847269883574958,29,4,False,0.00025
34,0.03823238329366176,0.06875387711093228,0.03847269883574958,29,5,False,0.00025
