threshold,accuracy,precision,recall,f1,roc_auc,average_precision,selected_metric
0.00013083824887871742,0.18359638278470794,0.18359638278470794,1.0,0.31023478181430614,0.9388907858416398,0.8490231822226529,0.31023478181430614
0.0001543345341947978,0.18862429762372454,0.18452415451937287,1.0,0.31155828070765607,0.9388907858416398,0.8490231822226529,0.31155828070765607
0.00015753828312022302,0.1936486082227132,0.18546067530273572,1.0,0.3128921594221148,0.9388907858416398,0.8490231822226529,0.3128921594221148
0.00016058377514127642,0.1986693145816739,0.18640606874544863,1.0,0.3142365395055026,0.9388907858416398,0.8490231822226529,0.3142365395055026
0.00016419585066175922,0.2036972294206905,0.1873625282299889,1.0,0.3155944772980023,0.9388907858416398,0.8490231822226529,0.3155944772980023
0.0001678437276962143,0.20872514425970712,0.18832885362634438,1.0,0.31696420237821155,0.9388907858416398,0.8490231822226529,0.31696420237821155
0.00017210118021832396,0.21374945485869576,0.18930449486221826,1.0,0.3183448741344399,0.9388907858416398,0.8490231822226529,0.3183448741344399
0.0001765687863082723,0.21877376545768443,0.19029029739513095,1.0,0.3197376267143709,0.9388907858416398,0.8490231822226529,0.3197376267143709
0.00018126399736867834,0.22379807605667307,0.19128642080083516,1.0,0.3211426193748503,0.9388907858416398,0.8490231822226529,0.3211426193748503
0.00018445991648620829,0.2288223866556617,0.19229302801402778,1.0,0.32256001418430735,0.9388907858416398,0.8490231822226529,0.32256001418430735
0.0001869859397949548,0.23385030149467834,0.1933110190202954,1.0,0.32399100643351664,0.9388907858416398,0.8490231822226529,0.32399100643351664
0.00018941325007706188,0.23887461209366698,0.19433910435917195,1.0,0.3254337125023558,0.9388907858416398,0.8490231822226529,0.3254337125023558
0.0001924797057773188,0.24389892269265565,0.19537818349186867,1.0,0.32688932455022957,0.9388907858416398,0.8490231822226529,0.32688932455022957
0.00019604003307849508,0.24892323329164429,0.19642843370892235,1.0,0.32835801653425295,0.9388907858416398,0.8490231822226529,0.32835801653425295
0.0001997579421190517,0.2539511481306609,0.19749080180358314,1.0,0.3298410334444912,0.9388907858416398,0.8490231822226529,0.3298410334444912
0.00020380224191628155,0.25897545872964955,0.1985639498395943,1.0,0.3313364295099455,0.9388907858416398,0.8490231822226529,0.3313364295099455
0.0002075051134171423,0.2639997693286382,0.19964882438475678,1.0,0.3328454466450167,0.9388907858416398,0.8490231822226529,0.3328454466450167
0.00021066202323745712,0.26902407992762684,0.20074561870194563,1.0,0.33436827180591294,0.9388907858416398,0.8490231822226529,0.33436827180591294
0.00021377109572052693,0.2740483905266155,0.20185453032434467,1.0,0.3359050953859951,0.9388907858416398,0.8490231822226529,0.3359050953859951
0.0002174447727156803,0.2790727011256042,0.20297576117404698,1.0,0.3374561112951308,0.9388907858416398,0.8490231822226529,0.3374561112951308
0.00022181997780018866,0.2841006159646208,0.20411033554250177,1.0,0.33902264521389,0.9388907858416398,0.8490231822226529,0.33902264521389
0.00022650868196073153,0.28912492656360944,0.205256837999452,1.0,0.3406026525269883,0.9388907858416398,0.8490231822226529,0.3406026525269883
